id,duration,age,job,marital,education,credit_default,housing,loan
15766,149,47,technician,married,professional_course,no,no,no
15767,72,39,admin,married,university_degree,no,yes,no
15768,65,39,technician,single,professional_course,no,no,no
15769,61,41,technician,divorced,high_school,no,yes,no
15770,521,41,technician,divorced,high_school,no,yes,no
15771,1017,31,admin,single,high_school,no,no,no
15772,51,40,self-employed,married,high_school,no,yes,no
15773,237,24,blue-collar,single,basic_9y,no,no,yes
15774,357,41,technician,divorced,high_school,no,yes,no
15775,449,24,blue-collar,single,basic_9y,no,yes,yes
15776,848,22,blue-collar,single,basic_9y,no,yes,yes
15777,356,38,entrepreneur,married,professional_course,no,yes,no
15778,204,27,blue-collar,single,basic_9y,no,yes,yes
15779,71,37,admin,single,high_school,no,no,no
15780,163,56,technician,married,professional_course,no,yes,no
15781,111,43,admin,married,high_school,no,no,yes
15782,733,39,admin,married,university_degree,no,no,no
15783,353,40,self-employed,married,high_school,no,no,no
15784,119,43,admin,married,high_school,no,yes,no
15785,79,40,self-employed,married,high_school,no,yes,no
15786,808,27,blue-collar,single,basic_9y,no,no,no
15787,553,41,technician,single,university_degree,no,yes,no
15788,507,43,admin,married,high_school,no,no,no
15789,93,55,admin,married,university_degree,no,no,no
15790,245,43,blue-collar,married,high_school,unknown,yes,no
15791,1080,28,technician,married,basic_9y,no,yes,no
15792,339,43,blue-collar,married,high_school,unknown,no,no
15793,710,43,services,married,high_school,no,no,no
15794,824,40,blue-collar,single,basic_9y,unknown,yes,no
15795,333,29,admin,single,university_degree,no,yes,no
15796,1212,43,services,married,high_school,no,yes,yes
15797,240,32,entrepreneur,married,high_school,no,yes,no
15798,87,19,student,single,basic_9y,unknown,yes,no
15799,1156,40,admin,married,university_degree,no,no,no
15800,761,39,self-employed,married,high_school,no,no,no
15801,200,51,blue-collar,married,basic_4y,unknown,no,no
15802,471,24,blue-collar,single,basic_9y,no,yes,no
15803,80,35,technician,married,professional_course,no,no,no
15804,137,48,services,divorced,high_school,no,no,no
15805,623,37,blue-collar,married,basic_9y,unknown,yes,no
15806,881,31,services,single,high_school,no,no,no
15807,255,47,housemaid,divorced,basic_4y,unknown,no,no
15808,251,59,entrepreneur,married,university_degree,unknown,no,no
15809,357,47,housemaid,divorced,basic_4y,unknown,no,no
15810,891,32,services,married,basic_4y,unknown,no,no
15811,228,22,blue-collar,single,,unknown,no,no
15812,121,56,housemaid,divorced,basic_4y,unknown,yes,no
15813,200,48,services,divorced,high_school,no,yes,no
15814,116,31,blue-collar,single,basic_4y,no,no,no
15815,157,38,entrepreneur,married,university_degree,unknown,no,no
15816,151,26,blue-collar,single,basic_9y,no,yes,yes
15817,333,39,admin,single,university_degree,no,no,no
15818,153,31,blue-collar,single,basic_4y,unknown,yes,no
15819,81,36,technician,married,,unknown,yes,no
15820,410,52,blue-collar,divorced,basic_9y,unknown,yes,yes
15821,56,35,blue-collar,married,basic_4y,unknown,yes,no
15822,691,32,services,married,university_degree,no,no,no
15823,202,33,admin,married,basic_9y,no,yes,yes
15824,125,28,blue-collar,divorced,basic_9y,no,yes,yes
15825,580,35,entrepreneur,single,university_degree,no,yes,no
15826,178,39,blue-collar,married,basic_6y,no,no,no
15827,61,44,admin,single,basic_9y,no,yes,no
15828,742,30,admin,single,high_school,no,yes,no
15829,80,49,admin,married,university_degree,unknown,no,no
15830,1877,36,blue-collar,single,basic_6y,unknown,yes,no
15831,18,49,admin,married,university_degree,unknown,yes,no
15832,167,39,blue-collar,married,basic_6y,no,yes,no
15833,295,27,blue-collar,single,basic_9y,no,yes,no
15834,181,35,blue-collar,married,basic_4y,no,yes,no
15835,292,37,management,married,university_degree,no,yes,no
15836,171,24,blue-collar,married,basic_9y,no,no,no
15837,46,24,blue-collar,married,basic_9y,no,yes,no
15838,578,51,blue-collar,married,basic_4y,unknown,no,no
15839,112,27,admin,single,high_school,no,yes,no
15840,299,33,blue-collar,married,basic_6y,unknown,yes,no
15841,588,26,admin,married,university_degree,no,yes,no
15842,145,44,admin,single,basic_9y,no,yes,yes
15843,250,48,blue-collar,married,basic_6y,unknown,yes,yes
15844,149,30,technician,single,university_degree,no,yes,yes
15845,129,23,services,single,high_school,no,yes,yes
15846,208,25,services,single,high_school,no,yes,yes
15847,249,37,admin,single,high_school,no,no,no
15848,292,25,technician,single,professional_course,no,yes,no
15849,407,27,technician,single,high_school,no,yes,no
15850,222,39,blue-collar,married,basic_4y,unknown,no,no
15851,50,44,admin,single,basic_9y,no,yes,no
15852,250,41,technician,married,,no,no,no
15853,147,44,blue-collar,married,basic_9y,unknown,no,no
15854,100,22,services,married,high_school,unknown,yes,no
15855,89,29,admin,married,high_school,no,no,no
15856,107,32,admin,married,high_school,no,yes,no
15857,332,35,services,married,high_school,no,yes,yes
15858,132,25,blue-collar,married,basic_9y,no,no,no
15859,320,54,retired,married,basic_4y,unknown,yes,yes
15860,71,42,housemaid,divorced,basic_4y,no,yes,no
15861,91,32,blue-collar,married,basic_9y,unknown,yes,no
15862,149,26,housemaid,married,basic_4y,no,yes,no
15863,392,28,blue-collar,married,high_school,no,yes,no
15864,210,56,blue-collar,married,,unknown,yes,yes
15865,50,22,blue-collar,single,,unknown,no,no
15866,857,57,blue-collar,married,professional_course,unknown,yes,no
15867,68,31,services,single,university_degree,no,yes,no
15868,298,56,blue-collar,married,,unknown,no,no
15869,213,30,blue-collar,single,basic_4y,unknown,yes,yes
15870,195,30,services,single,university_degree,no,yes,no
15871,260,58,management,married,university_degree,no,yes,no
15872,474,30,services,married,high_school,no,no,no
15873,231,29,admin,single,high_school,no,yes,no
15874,936,31,admin,single,high_school,no,yes,yes
15875,690,39,technician,single,professional_course,no,no,no
15876,381,40,admin,single,basic_9y,no,yes,no
15877,1089,40,admin,single,basic_9y,no,no,no
15878,312,44,management,single,high_school,no,no,no
15879,211,30,management,single,university_degree,no,no,no
15880,147,32,technician,single,high_school,no,no,no
15881,378,42,blue-collar,married,basic_4y,no,no,no
15882,60,32,technician,married,professional_course,no,no,no
15883,366,33,admin,single,university_degree,no,yes,no
15884,71,26,admin,single,university_degree,no,yes,no
15885,862,46,blue-collar,divorced,basic_9y,unknown,no,no
15886,71,41,entrepreneur,divorced,high_school,unknown,yes,no
15887,172,31,services,divorced,high_school,no,yes,no
15888,291,37,admin,single,high_school,no,yes,no
15889,91,26,services,single,high_school,no,no,no
15890,1130,29,admin,single,university_degree,no,no,yes
15891,577,29,admin,married,basic_9y,no,yes,no
15892,509,26,services,single,high_school,no,yes,no
15893,256,26,services,single,high_school,no,yes,no
15894,510,27,admin,single,high_school,unknown,no,no
15895,1342,33,services,married,high_school,no,no,no
15896,363,29,technician,married,high_school,no,no,no
15897,522,31,services,divorced,high_school,no,yes,no
15898,168,55,admin,married,high_school,no,no,no
15899,306,46,services,married,high_school,no,no,yes
15900,354,25,entrepreneur,single,professional_course,no,yes,no
15901,106,30,admin,single,university_degree,no,no,no
15902,262,50,entrepreneur,married,basic_9y,unknown,no,no
15903,87,37,admin,single,high_school,no,yes,no
15904,930,47,blue-collar,married,basic_6y,no,no,yes
15905,342,30,services,married,high_school,no,yes,yes
15906,564,48,admin,divorced,university_degree,no,no,yes
15907,157,37,admin,married,high_school,no,no,no
15908,181,46,services,married,high_school,no,yes,no
15909,418,58,admin,divorced,university_degree,no,yes,no
15910,199,31,blue-collar,married,basic_9y,no,yes,yes
15911,251,42,blue-collar,married,basic_4y,no,yes,no
15912,1002,28,technician,single,professional_course,no,yes,no
15913,833,30,management,married,university_degree,no,no,yes
15914,452,39,technician,single,professional_course,no,no,yes
15915,274,35,services,divorced,high_school,unknown,yes,no
15916,241,46,unemployed,married,basic_9y,no,yes,no
15917,564,57,admin,married,university_degree,no,yes,no
15918,132,43,admin,married,high_school,no,yes,no
15919,250,43,admin,married,high_school,no,yes,no
15920,47,22,blue-collar,single,,unknown,unknown,unknown
15921,313,48,services,divorced,high_school,no,yes,no
15922,138,22,student,single,university_degree,no,yes,no
15923,338,46,management,married,university_degree,no,no,no
15924,227,43,blue-collar,married,basic_9y,unknown,yes,no
15925,985,30,blue-collar,single,basic_9y,no,no,yes
15926,236,35,admin,married,,unknown,yes,no
15927,67,32,admin,married,high_school,no,yes,no
15928,162,44,blue-collar,married,basic_9y,unknown,yes,no
15929,121,33,blue-collar,married,basic_9y,no,no,no
15930,929,39,admin,married,university_degree,no,yes,no
15931,91,33,blue-collar,married,,no,no,no
15932,59,35,blue-collar,single,basic_4y,unknown,no,no
15933,126,29,admin,married,high_school,no,yes,no
15934,769,57,blue-collar,married,basic_4y,unknown,yes,no
15935,1360,41,admin,married,university_degree,no,no,no
15936,90,30,blue-collar,single,basic_9y,no,yes,yes
15937,91,49,admin,married,university_degree,unknown,no,no
15938,1134,37,technician,divorced,professional_course,unknown,yes,no
15939,173,30,blue-collar,married,basic_6y,no,no,no
15940,86,49,management,married,university_degree,no,no,no
15941,130,32,blue-collar,married,basic_4y,no,yes,no
15942,83,25,admin,single,basic_9y,no,no,no
15943,75,43,blue-collar,married,basic_9y,unknown,yes,no
15944,208,38,housemaid,married,,unknown,yes,no
15945,276,36,blue-collar,single,basic_6y,unknown,no,no
15946,106,26,admin,single,,no,no,yes
15947,251,29,blue-collar,married,,no,no,no
15948,482,33,admin,divorced,high_school,no,yes,no
15949,21,27,blue-collar,single,basic_9y,unknown,yes,no
15950,240,55,technician,married,professional_course,unknown,no,no
15951,908,39,management,married,university_degree,unknown,yes,no
15952,88,35,entrepreneur,single,university_degree,no,yes,no
15953,150,27,admin,single,university_degree,no,yes,yes
15954,31,46,housemaid,married,basic_4y,unknown,yes,no
15955,185,36,services,married,high_school,no,yes,yes
15956,167,37,blue-collar,single,basic_9y,no,no,no
15957,105,28,technician,married,basic_9y,no,yes,no
15958,86,27,admin,single,university_degree,no,no,no
15959,34,23,admin,single,high_school,no,yes,no
15960,105,36,admin,married,university_degree,no,yes,no
15961,322,32,services,married,basic_4y,unknown,no,no
15962,898,25,housemaid,single,basic_9y,no,yes,no
15963,549,32,admin,married,high_school,no,no,no
15964,193,32,blue-collar,married,basic_4y,unknown,no,no
15965,177,30,admin,single,high_school,no,no,no
15966,357,27,technician,single,professional_course,no,no,no
15967,419,32,blue-collar,married,basic_4y,unknown,yes,yes
15968,78,55,technician,married,professional_course,unknown,no,no
15969,595,24,admin,single,high_school,no,yes,no
15970,24,43,admin,married,high_school,no,yes,no
15971,147,36,blue-collar,married,high_school,unknown,yes,no
15972,100,30,management,single,university_degree,no,no,yes
15973,145,33,admin,married,university_degree,no,no,no
15974,184,25,admin,single,high_school,no,no,no
15975,111,33,blue-collar,married,basic_6y,unknown,no,yes
15976,189,29,blue-collar,single,basic_9y,no,yes,no
15977,314,29,retired,single,basic_4y,unknown,no,no
15978,322,25,services,single,high_school,no,no,no
15979,54,48,blue-collar,married,basic_9y,no,no,no
15980,445,36,blue-collar,single,basic_9y,unknown,yes,no
15981,98,45,blue-collar,married,basic_4y,unknown,yes,no
15982,97,49,admin,married,university_degree,unknown,no,no
15983,722,24,admin,single,high_school,no,yes,no
15984,68,45,services,married,high_school,no,yes,no
15985,166,51,technician,married,basic_6y,no,yes,no
15986,78,31,blue-collar,single,high_school,no,no,no
15987,126,41,admin,divorced,high_school,no,no,no
15988,44,58,retired,married,professional_course,unknown,no,no
15989,70,37,management,married,,no,yes,no
15990,80,45,services,married,high_school,no,no,no
15991,159,53,retired,divorced,basic_4y,unknown,no,yes
15992,72,28,admin,single,high_school,no,no,no
15993,125,42,admin,single,university_degree,no,no,no
15994,712,37,admin,single,high_school,unknown,no,no
15995,85,38,blue-collar,divorced,basic_4y,no,yes,no
15996,156,44,blue-collar,married,professional_course,unknown,no,no
15997,181,44,blue-collar,married,professional_course,unknown,no,no
15998,383,30,unemployed,married,high_school,no,yes,no
15999,93,48,technician,single,high_school,no,no,yes
16000,40,30,services,single,high_school,unknown,yes,no
16001,152,54,retired,divorced,university_degree,no,yes,no
16002,87,57,housemaid,divorced,basic_6y,no,yes,no
16003,46,37,admin,married,university_degree,no,yes,no
16004,17,31,admin,single,high_school,no,no,no
16005,68,27,blue-collar,single,basic_6y,no,no,no
16006,261,28,technician,married,professional_course,no,no,no
16007,204,38,services,single,high_school,unknown,yes,no
16008,102,30,admin,single,high_school,no,yes,no
16009,637,35,admin,divorced,high_school,no,unknown,unknown
16010,95,31,blue-collar,married,professional_course,no,yes,no
16011,238,39,blue-collar,married,basic_6y,unknown,yes,no
16012,420,31,blue-collar,married,basic_6y,no,yes,no
16013,121,59,housemaid,married,basic_4y,unknown,no,no
16014,75,37,admin,married,university_degree,no,yes,no
16015,312,33,technician,single,professional_course,no,yes,no
16016,29,27,blue-collar,single,high_school,no,no,no
16017,41,56,entrepreneur,married,university_degree,unknown,no,yes
16018,1352,30,admin,single,high_school,no,yes,no
16019,82,29,technician,married,professional_course,no,yes,yes
16020,438,38,self-employed,single,,no,yes,no
16021,153,59,retired,married,basic_4y,no,no,no
16022,139,22,blue-collar,single,basic_6y,unknown,yes,no
16023,376,33,blue-collar,married,basic_6y,no,yes,no
16024,135,37,admin,married,high_school,no,no,yes
16025,77,41,services,divorced,high_school,no,yes,no
16026,211,24,blue-collar,married,professional_course,no,no,no
16027,314,40,management,married,university_degree,no,no,no
16028,278,33,services,married,high_school,no,yes,no
16029,263,33,admin,single,university_degree,no,no,yes
16030,344,21,services,single,high_school,no,yes,no
16031,1077,33,blue-collar,married,basic_6y,no,no,no
16032,152,46,blue-collar,married,basic_4y,unknown,yes,no
16033,72,31,admin,single,university_degree,no,yes,no
16034,137,31,admin,single,university_degree,no,yes,no
16035,214,31,admin,single,university_degree,no,yes,no
16036,70,58,retired,married,basic_4y,unknown,no,no
16037,178,35,blue-collar,divorced,basic_4y,no,yes,no
16038,123,35,blue-collar,divorced,basic_4y,no,yes,no
16039,90,36,admin,single,high_school,no,no,no
16040,80,36,admin,single,high_school,no,no,no
16041,307,58,retired,married,basic_4y,unknown,no,no
16042,259,36,admin,single,high_school,no,no,no
16043,132,33,blue-collar,married,basic_9y,no,yes,no
16044,161,46,housemaid,divorced,basic_4y,unknown,yes,no
16045,714,33,services,single,high_school,no,yes,no
16046,66,27,blue-collar,married,basic_4y,no,yes,no
16047,259,46,housemaid,divorced,basic_4y,unknown,yes,no
16048,185,27,blue-collar,married,basic_4y,no,yes,no
16049,422,54,technician,married,high_school,no,no,no
16050,255,27,admin,single,university_degree,unknown,yes,yes
16051,518,46,housemaid,divorced,basic_4y,unknown,no,yes
16052,168,27,services,single,high_school,no,yes,no
16053,255,23,blue-collar,single,basic_9y,no,yes,no
16054,139,28,blue-collar,single,high_school,no,no,no
16055,527,35,blue-collar,married,,unknown,yes,no
16056,560,35,blue-collar,married,,unknown,no,no
16057,663,44,technician,married,professional_course,unknown,yes,no
16058,690,38,blue-collar,married,basic_4y,unknown,no,no
16059,132,39,blue-collar,single,high_school,unknown,yes,no
16060,81,27,admin,single,basic_9y,no,yes,yes
16061,702,33,blue-collar,married,basic_6y,no,yes,no
16062,168,30,blue-collar,divorced,basic_9y,no,yes,no
16063,407,44,blue-collar,married,professional_course,unknown,no,no
16064,254,30,admin,single,high_school,no,yes,yes
16065,176,30,admin,single,high_school,no,no,no
16066,89,45,services,married,high_school,no,no,no
16067,305,40,admin,married,high_school,no,no,no
16068,107,22,admin,single,high_school,no,yes,no
16069,121,32,technician,single,,no,yes,no
16070,268,60,retired,married,basic_6y,no,no,no
16071,196,59,retired,married,basic_6y,no,yes,no
16072,150,35,services,single,high_school,unknown,yes,no
16073,367,59,retired,married,basic_6y,no,yes,no
16074,152,33,technician,single,professional_course,no,no,no
16075,490,40,admin,single,university_degree,no,no,no
16076,125,37,admin,married,university_degree,no,yes,no
16077,807,59,retired,married,basic_6y,no,yes,no
16078,1545,56,blue-collar,married,basic_4y,unknown,no,no
16079,40,35,services,single,high_school,unknown,yes,no
16080,65,35,services,single,high_school,unknown,no,no
16081,47,35,services,single,high_school,unknown,yes,yes
16082,118,35,services,single,high_school,unknown,yes,no
16083,274,31,technician,married,professional_course,no,no,no
16084,108,37,services,single,high_school,no,no,no
16085,1017,56,blue-collar,married,,unknown,yes,no
16086,520,35,services,single,high_school,unknown,no,no
16087,56,26,blue-collar,single,basic_9y,no,yes,no
16088,89,46,blue-collar,married,,no,yes,no
16089,199,26,blue-collar,married,basic_4y,unknown,no,no
16090,114,24,student,married,university_degree,no,no,no
16091,843,38,self-employed,single,,no,no,no
16092,273,24,blue-collar,married,professional_course,no,no,no
16093,189,30,blue-collar,married,basic_9y,no,no,no
16094,74,37,admin,single,,no,no,no
16095,485,57,blue-collar,divorced,basic_4y,unknown,yes,no
16096,271,48,blue-collar,single,basic_4y,no,no,yes
16097,115,24,blue-collar,single,basic_6y,no,no,no
16098,152,54,services,married,high_school,no,no,no
16099,71,38,blue-collar,married,basic_4y,unknown,yes,no
16100,599,25,blue-collar,married,basic_9y,no,yes,yes
16101,247,55,admin,married,,no,yes,yes
16102,204,30,admin,single,university_degree,no,yes,yes
16103,215,30,admin,single,university_degree,no,no,yes
16104,88,41,blue-collar,married,basic_9y,no,yes,yes
16105,423,37,blue-collar,married,high_school,unknown,yes,no
16106,285,41,blue-collar,married,basic_9y,no,yes,no
16107,22,49,admin,married,university_degree,unknown,no,no
16108,200,41,management,single,university_degree,no,no,no
16109,246,23,blue-collar,single,basic_9y,no,no,no
16110,352,36,admin,married,university_degree,unknown,yes,no
16111,68,30,admin,single,high_school,no,no,yes
16112,292,27,admin,single,university_degree,no,yes,yes
16113,188,26,blue-collar,single,basic_6y,unknown,no,no
16114,506,35,blue-collar,married,,no,yes,no
16115,136,38,housemaid,married,basic_4y,unknown,no,no
16116,89,59,retired,married,basic_6y,no,yes,no
16117,117,32,blue-collar,married,basic_4y,no,yes,no
16118,188,44,blue-collar,married,basic_6y,unknown,yes,yes
16119,89,31,admin,single,university_degree,no,yes,no
16120,455,30,admin,single,high_school,no,no,yes
16121,65,27,unemployed,single,university_degree,no,yes,no
16122,27,27,unemployed,single,university_degree,no,no,no
16123,272,27,unemployed,single,university_degree,no,yes,no
16124,120,27,unemployed,single,university_degree,no,yes,no
16125,605,32,blue-collar,married,basic_4y,no,no,yes
16126,630,40,management,married,university_degree,no,no,yes
16127,151,31,self-employed,single,high_school,no,yes,no
16128,62,39,technician,married,professional_course,no,no,no
16129,90,39,technician,married,professional_course,no,no,yes
16130,164,23,blue-collar,single,basic_9y,no,no,no
16131,599,56,admin,married,,unknown,no,no
16132,106,29,admin,single,university_degree,no,no,no
16133,654,35,services,divorced,university_degree,no,no,yes
16134,127,30,admin,single,university_degree,no,no,yes
16135,1288,30,management,single,high_school,no,no,no
16136,59,32,blue-collar,married,basic_6y,no,no,no
16137,124,35,services,divorced,basic_9y,no,yes,no
16138,29,34,services,single,high_school,no,no,no
16139,156,29,technician,married,professional_course,no,no,no
16140,73,49,admin,married,basic_9y,no,yes,no
16141,333,26,blue-collar,single,basic_6y,unknown,no,no
16142,267,46,technician,married,basic_9y,unknown,yes,no
16143,403,35,admin,married,university_degree,unknown,yes,no
16144,129,32,admin,married,basic_9y,no,yes,no
16145,52,58,retired,married,basic_4y,no,no,yes
16146,270,49,blue-collar,married,basic_9y,unknown,no,no
16147,283,58,retired,married,basic_4y,no,no,no
16148,81,58,retired,married,basic_4y,no,no,no
16149,849,50,blue-collar,married,basic_4y,no,no,yes
16150,261,36,services,divorced,professional_course,no,yes,no
16151,614,58,retired,married,basic_4y,no,yes,no
16152,114,58,retired,married,basic_4y,no,no,no
16153,70,45,services,married,high_school,unknown,no,no
16154,1833,26,blue-collar,single,basic_6y,unknown,yes,no
16155,77,31,technician,single,professional_course,no,yes,no
16156,87,35,blue-collar,married,university_degree,no,unknown,unknown
16157,369,26,admin,single,university_degree,no,yes,no
16158,62,35,admin,married,university_degree,unknown,yes,no
16159,86,40,blue-collar,married,basic_9y,no,yes,no
16160,431,28,technician,single,high_school,no,no,no
16161,1220,46,self-employed,married,university_degree,no,no,yes
16162,67,55,entrepreneur,divorced,,no,no,no
16163,214,25,blue-collar,single,high_school,no,yes,no
16164,639,53,technician,divorced,professional_course,no,yes,yes
16165,722,35,services,divorced,university_degree,no,yes,no
16166,1281,49,admin,single,high_school,no,yes,no
16167,246,22,services,single,high_school,no,yes,no
16168,654,48,entrepreneur,single,university_degree,no,yes,no
16169,112,56,retired,married,basic_4y,unknown,no,no
16170,204,39,blue-collar,married,basic_4y,no,no,no
16171,364,31,self-employed,single,high_school,no,no,no
16172,85,31,self-employed,single,high_school,no,no,yes
16173,211,45,entrepreneur,divorced,professional_course,no,yes,no
16174,1029,35,blue-collar,divorced,,no,yes,no
16175,135,37,admin,married,university_degree,no,yes,no
16176,115,33,technician,single,professional_course,no,no,no
16177,443,49,admin,married,high_school,no,no,no
16178,153,27,blue-collar,single,basic_6y,no,no,yes
16179,133,36,admin,single,,no,no,no
16180,578,42,entrepreneur,married,university_degree,no,yes,no
16181,209,36,admin,single,,no,no,no
16182,24,34,services,single,high_school,no,unknown,unknown
16183,1508,27,blue-collar,single,basic_6y,no,no,no
16184,101,57,management,married,university_degree,no,no,no
16185,632,57,management,married,university_degree,no,no,no
16186,212,49,unemployed,married,basic_4y,unknown,yes,yes
16187,140,51,entrepreneur,married,university_degree,unknown,yes,yes
16188,662,28,technician,single,high_school,no,yes,no
16189,263,44,admin,married,university_degree,no,yes,no
16190,97,41,blue-collar,married,,unknown,yes,yes
16191,867,52,retired,divorced,professional_course,no,no,no
16192,50,45,entrepreneur,divorced,professional_course,no,yes,no
16193,96,33,technician,single,professional_course,no,no,no
16194,124,30,admin,single,university_degree,no,yes,no
16195,563,48,blue-collar,married,basic_4y,no,yes,no
16196,385,36,admin,single,high_school,no,no,no
16197,196,31,self-employed,single,high_school,no,no,no
16198,966,29,blue-collar,single,high_school,no,yes,no
16199,264,48,blue-collar,married,basic_4y,no,yes,no
16200,124,28,technician,single,high_school,no,yes,no
16201,165,58,retired,married,basic_4y,no,no,no
16202,210,45,services,married,high_school,unknown,no,no
16203,275,49,unemployed,married,basic_4y,unknown,yes,no
16204,502,28,admin,married,high_school,no,unknown,unknown
16205,405,40,blue-collar,married,high_school,no,no,no
16206,289,50,entrepreneur,married,university_degree,no,no,no
16207,182,46,unemployed,married,professional_course,no,no,no
16208,92,44,technician,married,high_school,no,yes,no
16209,128,27,admin,single,university_degree,unknown,no,no
16210,160,31,blue-collar,single,basic_4y,no,yes,no
16211,139,35,admin,married,professional_course,no,no,no
16212,183,53,admin,single,,unknown,no,no
16213,181,39,blue-collar,married,basic_9y,unknown,no,no
16214,134,33,blue-collar,divorced,basic_9y,no,no,no
16215,487,35,blue-collar,divorced,basic_4y,no,no,yes
16216,82,31,admin,single,university_degree,no,yes,no
16217,681,51,housemaid,married,basic_9y,no,yes,no
16218,283,38,housemaid,married,basic_4y,unknown,yes,no
16219,417,48,technician,single,professional_course,unknown,yes,no
16220,60,41,blue-collar,married,basic_9y,no,yes,no
16221,77,27,admin,single,university_degree,unknown,yes,no
16222,72,27,admin,single,university_degree,unknown,yes,no
16223,282,27,admin,single,university_degree,unknown,yes,no
16224,226,27,admin,single,university_degree,unknown,yes,no
16225,137,27,admin,single,university_degree,unknown,no,no
16226,261,27,admin,single,university_degree,unknown,yes,no
16227,661,37,student,single,,no,yes,no
16228,206,28,technician,single,high_school,no,no,no
16229,105,35,admin,married,university_degree,unknown,no,no
16230,445,28,technician,single,high_school,no,yes,no
16231,90,40,management,married,university_degree,no,yes,no
16232,370,42,entrepreneur,married,university_degree,no,yes,no
16233,242,41,blue-collar,divorced,,no,yes,no
16234,1408,33,technician,single,professional_course,no,no,yes
16235,514,26,services,married,high_school,no,yes,no
16236,126,26,blue-collar,single,basic_6y,unknown,yes,no
16237,176,24,admin,single,high_school,no,unknown,unknown
16238,135,30,admin,single,university_degree,no,no,yes
16239,163,27,blue-collar,married,basic_6y,unknown,yes,no
16240,483,43,services,divorced,,unknown,yes,yes
16241,608,30,admin,single,university_degree,no,yes,no
16242,100,49,services,divorced,high_school,unknown,yes,no
16243,145,49,admin,married,basic_9y,no,yes,yes
16244,160,51,housemaid,married,basic_9y,no,yes,no
16245,160,40,blue-collar,divorced,,no,yes,no
16246,261,43,entrepreneur,married,university_degree,unknown,yes,no
16247,307,43,entrepreneur,married,university_degree,unknown,yes,no
16248,236,27,services,single,high_school,no,yes,no
16249,403,38,blue-collar,married,basic_6y,unknown,no,no
16250,241,31,blue-collar,single,high_school,no,no,yes
16251,387,31,blue-collar,married,basic_6y,no,yes,no
16252,211,23,blue-collar,single,basic_9y,no,yes,no
16253,598,25,services,single,,no,yes,no
16254,1206,33,blue-collar,married,basic_6y,no,yes,no
16255,248,36,admin,single,high_school,no,no,yes
16256,139,58,retired,married,basic_4y,no,no,no
16257,181,29,management,married,university_degree,no,yes,no
16258,237,54,retired,divorced,basic_4y,no,yes,no
16259,477,53,management,married,university_degree,no,no,no
16260,312,41,management,married,high_school,no,yes,no
16261,727,48,housemaid,divorced,basic_4y,no,yes,no
16262,249,30,admin,single,high_school,no,yes,no
16263,186,50,blue-collar,married,basic_4y,no,yes,no
16264,459,27,technician,married,university_degree,no,yes,no
16265,240,24,blue-collar,married,professional_course,no,no,no
16266,107,37,blue-collar,divorced,professional_course,no,no,no
16267,287,27,admin,single,university_degree,unknown,no,yes
16268,124,32,blue-collar,single,basic_9y,no,yes,no
16269,176,60,housemaid,married,illiterate,unknown,yes,no
16270,270,35,technician,single,professional_course,no,no,no
16271,470,49,admin,single,high_school,no,yes,no
16272,139,43,services,divorced,,unknown,yes,no
16273,560,33,services,single,high_school,unknown,yes,no
16274,96,37,services,single,high_school,no,no,yes
16275,100,28,technician,single,high_school,no,no,no
16276,137,48,entrepreneur,single,university_degree,no,no,yes
16277,55,38,self-employed,single,,no,yes,yes
16278,1237,27,admin,single,university_degree,no,no,no
16279,81,27,blue-collar,single,,no,unknown,unknown
16280,246,34,blue-collar,married,basic_4y,no,yes,no
16281,44,34,blue-collar,married,,no,no,yes
16282,493,38,blue-collar,divorced,basic_4y,no,yes,no
16283,345,44,blue-collar,married,basic_4y,no,no,no
16284,216,58,retired,married,basic_4y,no,yes,no
16285,187,54,technician,married,high_school,no,yes,no
16286,580,56,retired,married,basic_4y,unknown,no,no
16287,191,23,services,single,high_school,no,no,no
16288,184,41,blue-collar,married,basic_9y,no,no,no
16289,443,57,management,married,university_degree,no,no,no
16290,213,47,blue-collar,single,,unknown,yes,no
16291,400,28,blue-collar,married,basic_9y,no,no,no
16292,289,33,blue-collar,married,basic_6y,no,no,yes
16293,717,41,services,single,,unknown,no,no
16294,156,51,blue-collar,married,basic_9y,unknown,yes,no
16295,149,48,entrepreneur,single,university_degree,no,no,no
16296,89,29,blue-collar,single,basic_9y,unknown,yes,no
16297,503,29,self-employed,married,university_degree,no,yes,no
16298,62,24,blue-collar,single,,no,no,no
16299,282,33,services,single,high_school,unknown,yes,no
16300,97,20,services,single,high_school,no,no,no
16301,39,24,blue-collar,single,,no,no,no
16302,102,38,blue-collar,married,basic_6y,no,yes,no
16303,88,40,management,married,university_degree,no,no,no
16304,199,44,unknown,married,basic_6y,no,no,no
16305,233,36,management,divorced,university_degree,no,yes,no
16306,126,34,blue-collar,married,basic_6y,unknown,yes,no
16307,44,27,admin,single,basic_9y,no,yes,no
16308,78,47,blue-collar,single,,unknown,yes,no
16309,246,27,blue-collar,single,basic_6y,no,yes,yes
16310,203,46,blue-collar,married,basic_4y,unknown,no,no
16311,209,51,housemaid,married,basic_9y,no,no,no
16312,112,43,admin,married,university_degree,unknown,yes,no
16313,728,38,blue-collar,married,basic_6y,no,no,no
16314,249,41,services,divorced,high_school,no,yes,no
16315,282,30,admin,single,university_degree,no,yes,no
